LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
180000,2,2,2,35,10,10,10,10,10,9,4194,1300,0,4689,0,1582,0
230000,2,2,3,28,9,9,9,9,9,9,36000,1222,7510,491,6600,0,0
500000,2,3,2,27,9,9,9,9,9,9,4794,5560,2426,3521,1641,913,0
300000,1,2,2,30,9,9,10,9,9,9,0,11979,206,10,4,11591,0
180000,2,2,2,31,10,10,10,10,10,9,326,326,326,76465,5000,5000,0
30000,2,2,2,24,7,7,6,6,6,6,0,0,0,0,0,0,1
110000,2,1,2,29,8,7,7,7,7,10,1114,0,1000,0,16391,832,0
100000,2,2,3,28,9,9,9,9,9,9,6000,5000,1000,4000,5000,8000,0
390000,1,3,2,31,9,9,9,9,9,9,15024,30002,15052,10507,25001,25082,0
180000,2,4,3,35,9,9,9,9,9,11,2000,1400,639,0,0,0,0
300000,2,1,3,37,8,7,7,10,10,10,1905,5,1527,2569,2889,2074,0
260000,2,3,2,36,10,10,10,10,10,10,1445,782,790,849,12319,7575,0
360000,2,2,2,29,8,11,11,11,11,11,0,0,0,0,0,0,0
80000,2,2,2,26,9,10,9,9,9,10,525,3519,2201,2203,8389,8048,0
100000,2,3,2,26,10,10,11,11,11,11,0,0,0,0,0,0,1
20000,1,1,3,47,7,7,7,7,7,9,3114,800,770,0,776,549,1
210000,2,3,2,33,10,10,10,10,9,9,0,188,16476,0,0,0,0
10000,2,2,3,25,9,9,9,9,9,7,1126,1136,316,833,100,292,0
150000,1,3,2,26,10,10,10,10,9,9,360,360,16133,7000,796,819,0
360000,1,1,3,37,10,10,10,10,10,10,390,390,390,390,390,780,0
80000,2,2,2,42,9,9,9,9,9,11,1235,1369,825,0,0,0,0
130000,2,3,2,29,10,10,9,9,9,10,9403,10007,184,170,1738,5256,0
30000,1,3,2,36,9,9,9,9,9,9,1000,1000,200,0,0,0,0
430000,2,2,3,30,7,9,9,9,9,9,10896,8123,7522,7003,4700,5000,1
20000,2,2,2,23,9,9,9,9,10,7,1602,1268,0,21451,0,652,0
50000,1,2,2,32,9,9,9,9,11,11,8025,5023,0,0,5250,0,0
140000,2,2,3,26,9,9,9,9,9,9,7000,5000,2000,2000,2000,2000,0
200000,1,3,2,32,10,10,10,10,10,10,9139,5481,27110,29889,10809,2648,0
80000,1,2,3,28,7,7,7,7,7,9,0,5000,3200,7,2309,3862,0
50000,2,2,2,23,9,9,9,9,9,9,1211,1202,452,460,504,394,1
280000,2,2,2,27,8,7,9,9,9,9,0,11143,7300,6024,6000,3500,0
710000,1,2,3,51,8,11,11,11,11,11,0,0,0,0,0,0,0
180000,1,3,2,29,8,10,10,10,10,10,100000,0,7632,0,6071,0,0
500000,1,3,2,39,11,11,11,11,11,11,13351,18997,50933,24652,18060,3306,0
360000,1,2,2,33,8,11,11,11,11,11,0,0,0,0,0,0,1
50000,1,3,2,29,10,9,9,7,9,9,3000,0,2000,3000,2000,1500,0
80000,1,2,2,27,7,9,9,9,9,9,2178,2674,2200,14710,8000,3005,1
50000,2,2,3,44,9,9,7,9,9,9,5000,0,2500,1500,2000,1000,0
50000,2,2,2,23,9,9,9,9,9,9,2008,1106,1000,1000,1000,1000,0
150000,1,3,2,33,10,7,10,10,10,10,0,1430,810,786,447,2215,0
360000,1,2,2,28,8,11,11,11,11,11,0,0,0,0,0,0,1
50000,2,2,3,32,9,9,9,9,9,9,2100,2097,1289,712,713,1000,0
50000,2,3,1,48,9,9,10,10,11,11,1600,4990,13616,1310,4789,1345,0
200000,2,3,2,29,11,11,11,11,11,11,723,723,1038,2035,3664,723,0
80000,1,3,2,29,8,10,10,10,11,11,36710,5114,0,0,0,0,0
140000,2,2,3,46,10,10,10,10,10,10,390,390,390,390,390,780,0
20000,2,3,1,22,9,9,9,9,9,11,1800,2800,0,0,1900,0,1
80000,2,1,2,34,8,11,11,11,11,11,0,0,0,0,0,0,0
110000,1,2,3,30,9,9,9,9,9,9,5000,5000,3000,5000,6000,3000,0
140000,2,3,2,27,9,9,9,9,9,9,5341,4000,3500,3000,13000,2300,0
300000,2,3,2,31,9,9,9,9,9,9,20018,6028,25030,20023,20000,10000,0
50000,2,2,2,29,9,9,9,9,11,11,1300,1210,0,0,0,0,1
180000,2,4,3,39,9,9,9,9,9,9,3007,2804,2802,2901,5000,80000,0
290000,2,2,3,39,9,9,9,9,9,9,16923,7714,7283,7407,10000,6000,0
60000,2,2,3,36,8,11,11,11,10,7,0,0,0,982,0,1500,0
100000,2,2,3,38,8,7,9,9,7,9,0,3000,2000,0,3000,2000,0
30000,1,2,3,41,9,9,9,11,11,11,1900,0,0,0,0,0,0
220000,2,1,2,27,7,7,7,6,7,9,7000,7000,2300,0,5600,4500,0
230000,2,2,2,30,11,11,11,11,11,11,0,0,0,0,0,0,0
30000,2,3,2,29,8,11,11,11,11,10,0,0,0,0,4443,890,0
20000,2,2,3,47,9,10,10,10,10,9,1547,1539,1066,18660,771,1000,0
50000,1,2,2,30,10,10,7,7,10,10,780,0,0,390,1320,0,0
80000,2,2,3,46,8,11,11,11,11,10,0,0,0,0,650,0,1
90000,1,3,2,29,9,9,7,9,9,9,3200,0,1000,1000,2000,0,0
80000,1,3,2,31,9,10,10,9,9,9,5000,19037,0,14000,0,3949,0
50000,2,1,2,23,7,9,9,9,9,9,3000,2000,2000,1800,2000,2000,1
50000,2,2,2,29,11,11,11,11,11,11,0,0,0,0,0,0,0
20000,1,1,2,53,7,7,11,11,10,10,3900,3179,773,9832,10084,4380,0
250000,2,3,3,38,10,10,10,10,10,10,1106,771,625,1099,326,326,0
120000,2,2,2,24,10,10,10,10,10,10,1742,1077,902,1077,1271,1595,0
110000,2,2,2,28,8,7,9,9,9,7,0,4000,4000,8500,0,4000,1
160000,1,3,2,33,10,10,11,11,11,11,0,0,0,0,0,0,0
80000,2,1,3,52,7,9,9,10,9,9,3543,1139,40003,2000,2100,24,0
410000,1,2,3,36,11,11,11,11,11,11,5071,3041,3096,3845,212,3,0
100000,2,2,3,43,10,10,10,10,10,9,70973,9226,1845,41194,2920,1374,0
750000,2,2,3,43,10,10,10,11,10,10,99664,74640,63758,85072,83215,124063,0
30000,1,2,2,47,9,9,9,9,9,9,1895,1539,1089,718,400,5000,0
80000,1,2,2,33,8,7,9,9,9,9,3895,50000,2000,2000,2344,1235,0
430000,2,3,2,31,11,11,10,9,9,9,5873,52983,35002,10203,7500,10000,0
480000,1,3,3,44,9,9,9,9,9,9,14082,15023,15098,10008,15045,20164,0
360000,2,1,3,29,8,11,11,11,11,11,0,0,0,0,0,0,1
150000,2,3,3,37,9,9,10,10,10,11,2497,16047,18776,0,0,0,0
130000,1,3,2,28,9,9,9,9,9,9,4000,2338,2000,2018,2000,1700,0
40000,1,2,3,47,8,7,7,6,7,9,0,4898,0,0,1800,3000,0
280000,2,3,3,34,10,9,9,9,9,9,7011,3000,0,123,5000,0,1
40000,1,2,3,45,7,7,7,7,7,9,4000,0,2000,0,1200,0,0
120000,2,3,2,26,11,11,10,9,9,9,5771,120055,5073,3508,3707,3016,0
290000,1,3,3,39,10,10,10,10,11,11,3579,2262,2830,1682,1235,1280,0
250000,1,1,3,39,10,10,10,10,10,11,3318,0,800,3576,0,0,0
200000,1,3,3,43,10,10,10,10,10,10,2506,3380,1085,2394,6601,29708,0
80000,1,2,2,32,9,9,9,9,9,10,5000,1200,0,5000,37000,3000,0
130000,2,2,2,27,9,9,9,9,9,9,3000,2000,778,811,2000,2865,0
290000,2,2,3,37,10,9,9,9,9,9,1500,1500,1500,1000,1000,1000,1
180000,2,3,2,29,10,10,10,10,11,11,3394,307,0,0,0,0,0
360000,2,3,3,31,11,11,11,10,9,10,0,0,4237,16,7548,4105,0
140000,2,2,3,37,10,10,10,10,7,10,586,5842,8956,0,316,316,0
350000,2,3,3,41,10,10,10,10,10,10,15987,36607,8243,14494,54284,6702,0
260000,1,3,2,36,11,11,11,11,11,11,0,0,0,8867,763,748,0
40000,1,3,2,26,9,9,9,9,9,9,2000,2000,1000,1000,1000,1500,0
180000,2,3,2,27,8,11,11,11,11,11,0,0,0,0,0,0,1
80000,1,1,3,27,9,9,9,10,9,9,1500,3000,6157,1500,138,59,1
500000,2,3,3,45,10,10,10,10,10,10,2403,4730,4628,5127,3400,1720,0
80000,1,4,2,27,11,11,11,11,11,11,4840,0,0,0,0,0,0
30000,1,1,3,57,9,9,9,9,9,9,2000,2000,2000,2000,4500,0,0
220000,2,2,3,37,8,11,11,11,11,11,0,0,0,0,0,3422,0
70000,2,2,2,22,9,9,9,9,9,10,2120,1010,328,0,13180,2000,0
510000,1,3,3,41,10,10,10,10,10,10,16447,3317,10771,5552,2253,96,0
20000,2,2,2,22,9,9,9,9,9,9,2000,1494,2000,5000,2000,1094,0
100000,2,2,3,40,7,7,7,7,7,7,2000,1900,1600,2000,3000,0,1
340000,2,2,3,30,9,9,9,9,9,9,15000,15000,15000,12000,12500,11000,0
180000,2,3,2,29,11,11,11,11,11,11,0,0,0,0,0,0,0
290000,2,4,2,38,8,10,10,10,10,10,1437,3078,1406,2196,1481,0,0
80000,1,2,2,53,9,9,9,9,9,9,3261,2342,1630,1759,0,52085,0
280000,1,3,3,42,11,10,10,9,9,11,22909,64167,1113,32000,578,1768,0
180000,2,3,2,40,11,11,11,11,10,9,0,0,0,11855,0,18066,0
140000,2,3,3,66,8,11,11,11,10,7,0,0,0,825,0,23715,0
500000,2,3,2,32,10,10,10,10,10,10,39560,302961,38139,104673,35387,177258,0
230000,1,2,2,34,9,9,9,9,9,9,5556,7200,5820,6100,6500,5100,0
250000,2,2,3,26,8,6,7,7,7,9,0,0,600,0,6000,5000,1
10000,1,2,2,24,9,9,9,7,9,9,1300,1800,0,450,800,0,0
230000,1,3,3,39,9,9,9,9,9,9,11200,6200,6237,7000,6000,6100,0
70000,1,3,2,29,9,9,9,9,9,9,7666,3800,1200,5000,4000,3000,0
140000,2,3,3,39,11,11,11,11,11,11,5525,5088,4480,2338,4733,22566,0
430000,2,3,3,48,10,10,11,11,11,10,0,0,0,0,2299,37980,0
120000,2,3,2,28,10,10,7,9,9,10,1986,0,0,0,2210,0,1
20000,2,2,2,25,9,9,9,9,9,9,2000,2000,7000,0,0,0,0
30000,1,3,2,32,9,9,7,9,9,9,3600,0,1500,1300,4000,0,0
80000,1,1,2,43,2,3,4,5,6,7,0,0,0,0,0,2000,1
400000,2,3,2,39,9,9,9,9,9,9,13521,12374,11643,11868,18000,15000,0
200000,2,3,3,37,8,11,11,11,11,11,0,0,0,0,0,0,0
30000,1,4,2,23,11,10,10,10,9,9,899,0,30000,1055,2376,0,0
50000,2,2,2,46,8,7,9,9,9,9,0,2247,1054,1090,1261,1143,0
250000,1,3,3,46,10,10,10,10,10,10,0,3140,2387,504,1989,19150,1
120000,1,3,2,28,10,9,9,9,9,9,35000,5000,8000,5000,5000,4000,1
80000,1,1,3,45,8,10,9,9,10,10,38677,3000,0,390,390,1170,0
430000,2,3,3,33,11,11,11,11,11,10,373,1198,0,538,77543,584,0
120000,2,3,2,24,9,9,9,9,9,9,3700,2023,2016,2000,1200,1000,0
20000,2,2,2,22,9,9,9,9,9,9,1510,1300,1086,3677,2500,573,0
20000,2,2,2,32,9,9,9,9,9,9,4420,3650,3120,3200,2900,2000,0
80000,1,3,2,25,11,11,11,11,11,11,0,0,0,30000,150,657,0
20000,2,2,2,44,9,9,9,10,10,10,3347,0,200,7018,6073,15000,0
140000,2,2,2,27,8,11,11,11,11,11,0,0,0,0,0,0,0
10000,2,2,2,22,9,10,9,9,9,9,7000,4000,207,229,70,0,0
220000,2,1,2,34,11,11,11,11,10,9,937,0,0,500,4816,3000,0
60000,1,3,3,48,10,10,7,9,9,10,62773,0,0,0,1470,58587,0
80000,1,1,3,59,8,7,9,9,10,10,0,2000,0,3540,0,0,0
30000,1,2,2,25,9,9,9,9,10,10,2500,1517,2000,11446,1914,6699,1
140000,2,2,3,27,8,7,7,9,9,9,4900,0,5200,5000,5100,4800,0
20000,1,2,2,26,9,9,9,9,9,9,1500,1500,1500,1500,1500,1500,0
100000,2,1,2,46,9,9,9,9,9,9,3000,2009,3000,2000,2000,1701,0
220000,1,3,2,35,9,9,9,9,9,9,8000,5669,7599,14800,2303,2000,0
80000,2,3,2,40,9,9,9,9,9,9,1833,1378,1328,195,269,56,0
80000,2,1,2,46,9,9,9,9,9,9,3345,3344,1447,1497,1686,1509,0
130000,1,2,2,28,7,7,9,9,9,9,0,3000,2000,3000,2000,0,1
300000,2,3,3,33,8,11,11,11,11,11,0,0,0,0,0,0,0
60000,2,2,3,42,9,9,9,9,9,9,3200,3000,800,1000,1000,1000,0
360000,2,3,3,32,10,10,11,10,9,9,0,0,685,0,845,53,0
10000,1,2,2,24,10,10,10,10,10,10,0,0,0,0,0,1393,1
50000,1,2,2,32,9,9,9,9,7,9,3000,1700,2600,0,10000,6000,1
50000,1,2,3,48,9,9,9,9,9,9,4022,1347,1013,1000,700,1000,0
200000,1,2,3,35,8,11,11,11,11,11,0,0,0,0,0,28027,0
30000,2,2,2,24,8,7,7,9,9,9,2000,1000,1000,1500,1000,1000,1
220000,1,3,3,42,9,9,7,7,11,11,6000,0,0,3003,31,4007,0
200000,2,3,2,41,11,11,11,11,11,11,10464,7165,6966,9776,2007,1603,0
80000,2,1,2,27,8,5,6,7,9,9,0,0,0,1790,1890,1740,1
200000,1,2,3,39,11,11,11,11,11,11,3155,12848,3950,7690,2241,2795,0
240000,2,3,3,34,10,7,10,10,10,10,0,326,326,326,326,711,1
500000,2,2,2,28,10,10,10,9,9,10,873,8596,275,300,1984,27014,0
230000,1,1,3,38,11,11,10,10,9,9,0,188,6498,40000,12000,2500,0
20000,1,1,2,22,9,9,9,9,9,9,1282,1000,192,184,0,0,0
50000,1,3,3,35,9,9,9,9,9,9,4069,1500,1500,0,5000,0,0
100000,2,2,3,35,9,9,9,9,9,9,1118,1279,500,500,1349,1691,0
230000,2,2,2,37,11,11,11,11,11,11,0,0,0,0,0,0,0
60000,1,2,2,28,9,9,9,9,9,7,7773,1628,1395,3210,0,2000,0
120000,2,1,3,48,10,7,10,10,9,10,0,1823,3646,0,1823,1823,1
130000,2,1,2,23,10,9,9,9,9,9,10000,5000,2000,2000,2000,1000,0
50000,2,1,3,25,7,7,9,9,9,9,0,1833,1000,1000,10000,10000,1
400000,2,3,2,30,10,10,10,10,10,10,5460,16020,5805,5475,5634,6182,0
240000,2,2,2,27,11,11,10,7,9,9,0,1129,0,1000,496,1000,1
70000,1,1,2,53,9,9,9,9,9,9,1497,1500,5000,1000,1000,1000,0
20000,2,3,2,22,9,9,9,9,9,9,1423,5000,400,200,0,0,0
50000,1,1,2,28,7,7,7,9,9,7,1800,0,1100,2400,0,1500,1
240000,2,3,3,54,9,9,9,9,7,9,5000,3000,5200,0,3000,5400,0
380000,1,3,2,31,9,9,9,9,9,9,6000,6010,5209,5000,5000,4000,0
50000,1,2,2,24,9,9,9,9,9,9,1500,1274,500,500,440,450,0
50000,2,2,2,33,9,9,9,9,9,9,4000,2000,1000,2000,2396,1000,0
430000,2,3,2,33,9,9,9,9,7,7,10000,5000,10000,0,4000,10000,0
60000,2,3,2,26,9,9,7,9,9,9,5000,0,0,174,13810,0,0
30000,2,2,2,25,9,9,9,9,9,9,1130,1026,125,1500,2000,14,0
170000,1,1,3,48,9,9,9,9,9,9,6800,7790,4587,4675,4525,4497,0
70000,2,3,2,29,9,9,7,7,7,7,4100,1600,0,3600,2000,1900,0
130000,2,2,2,28,10,10,10,10,10,10,7412,390,4134,540,390,2596,0
50000,1,3,3,50,8,7,9,9,9,9,1521,1345,2074,238,0,0,1
20000,2,1,2,38,8,10,10,10,10,11,3796,5081,888,0,0,0,1
50000,1,1,3,48,10,10,10,10,10,10,1726,390,390,390,390,390,1
20000,1,1,2,28,7,9,9,9,7,9,1600,1600,1500,0,1000,500,0
110000,2,2,2,32,10,10,10,9,10,10,1403,2684,4,715,1174,3805,0
90000,2,2,2,24,9,9,9,9,9,9,2500,2000,2000,3551,1500,1000,0
180000,2,3,2,24,9,9,9,9,9,9,4000,2600,2000,3000,2025,4791,0
50000,2,2,2,28,9,9,9,7,9,9,1746,3600,0,1666,1559,1551,0
200000,1,2,3,36,8,11,10,10,10,10,0,297,303,279,4597,0,0
20000,2,3,3,32,7,7,7,7,7,7,6000,0,744,0,620,0,1
50000,1,3,2,44,9,9,9,9,9,9,1928,1595,1526,13000,1569,2614,0
170000,2,2,3,39,9,9,9,7,9,9,7000,10500,0,5000,11000,4500,1
380000,1,3,3,48,9,9,9,9,9,9,40000,20000,20000,20000,10000,20000,0
30000,1,2,2,39,8,7,7,9,9,9,1000,1000,1000,1000,1500,0,1
30000,2,2,2,23,9,9,9,9,9,9,1346,1358,789,1000,981,1010,0
160000,1,1,3,36,10,10,10,10,10,10,6720,0,8484,2064,0,798,0
60000,2,1,3,39,7,9,9,7,9,9,3000,3638,0,1000,3000,0,1
450000,2,3,2,31,7,10,9,9,9,9,54490,62841,2000,0,1000,27224,0
80000,2,2,3,43,11,11,11,11,11,11,381,607,0,0,0,598,1
90000,2,3,2,26,8,7,7,10,10,7,0,1525,35011,3000,0,2000,0
30000,1,2,3,33,8,11,11,11,11,11,0,0,0,0,0,0,1
50000,1,2,2,25,7,9,9,9,9,9,2200,2500,2070,1266,2000,1068,1
30000,1,1,3,49,7,7,7,7,7,7,1500,0,3712,1363,0,1141,0
50000,1,1,3,52,8,7,9,9,9,9,0,6900,0,0,0,0,1
320000,2,3,3,34,10,10,10,9,10,10,8000,25000,0,22500,32516,22000,0
300000,2,2,3,43,10,10,11,11,11,11,0,0,0,0,0,0,0
390000,2,3,2,43,9,9,9,9,9,9,3200,3200,3200,3500,3300,4000,0
50000,2,2,2,23,9,9,9,9,9,9,2000,2102,255,3000,191,0,0
20000,1,2,3,26,7,7,6,6,6,6,0,0,0,0,0,0,1
90000,1,2,2,52,9,9,9,9,9,9,3505,3962,2909,3107,3127,3032,0
300000,1,1,2,51,10,10,10,10,10,10,19854,6279,3883,11883,5305,9998,0
300000,2,4,2,32,9,9,9,9,9,10,15235,1491,1303,0,2000,1400,0
200000,1,3,3,34,10,10,10,10,9,9,1938,4819,13074,0,0,790,0
50000,1,2,2,24,9,9,9,9,9,9,6600,1900,1500,1500,1500,1500,0
20000,1,2,2,24,10,10,7,10,9,9,780,0,780,0,0,0,1
390000,1,3,2,35,10,10,10,9,9,9,33074,78772,1371,919,13770,183622,0
70000,1,2,2,41,9,9,9,9,9,9,10000,5090,2000,2000,4000,2000,0
300000,1,1,2,43,9,9,9,9,9,9,5823,5310,5302,5035,5118,4532,0
140000,2,1,3,50,9,9,9,9,9,9,6006,5000,5000,5120,5200,4800,0
200000,2,3,3,37,10,9,9,9,9,9,4220,2029,2073,2867,3876,2295,0
80000,2,1,2,28,10,10,10,10,10,10,612,2110,2298,1196,390,0,0
80000,2,1,3,45,9,9,11,11,11,11,0,0,0,0,0,0,0
170000,2,3,3,36,10,10,10,10,10,10,2434,1537,2156,1898,2656,1626,0
50000,2,3,2,29,9,9,9,9,9,9,3000,23000,1120,6000,2675,0,0
100000,1,2,2,27,9,9,9,9,9,9,3106,3000,2805,2739,3085,2958,0
30000,2,2,2,22,9,10,7,10,10,10,7096,0,1732,3836,2461,3704,0
30000,2,4,3,49,9,9,9,9,9,9,1500,1500,1000,676,900,900,0
320000,2,2,3,36,11,10,9,9,9,9,2904,2973,1579,40020,3127,1206,0
70000,2,2,2,25,9,9,7,9,9,9,4000,0,2000,2000,2000,3000,1
50000,2,2,3,24,9,9,9,9,9,9,2000,1727,1846,1777,1665,1500,0
130000,1,1,3,48,9,9,9,9,9,9,2187,2000,2000,2053,1964,3002,0
50000,2,2,2,27,8,7,7,7,7,7,200,1500,0,2000,0,1600,1
50000,1,2,3,33,9,9,9,9,9,9,1223,1236,528,548,550,569,0
50000,1,2,2,30,9,9,7,9,9,11,2254,0,313,0,0,0,0
160000,1,1,3,30,8,7,9,9,9,9,31,2609,2037,2010,2017,3012,0
450000,1,2,3,46,10,10,10,10,10,10,1926,15671,18574,24231,32885,9343,0
380000,2,3,3,33,9,9,9,9,9,9,4677,130533,7609,12000,7000,6000,0
30000,2,3,2,29,8,7,7,9,9,9,1006,0,0,0,0,0,1
50000,1,2,2,24,9,9,9,9,9,9,1537,1679,688,713,858,660,0
220000,1,2,2,30,10,10,7,10,7,7,1552,0,221876,7500,4,10000,1
50000,2,2,3,32,10,10,10,10,10,7,390,390,390,930,0,780,1
90000,2,3,2,27,8,11,11,11,11,11,0,0,0,0,0,0,0
80000,1,2,3,26,9,9,9,9,9,9,2763,3500,900,700,700,700,0
390000,1,3,3,44,10,10,10,9,9,10,4711,63701,1214,1241,2812,46220,0
140000,1,2,2,43,9,9,9,9,9,9,4039,7010,2359,7617,2760,2366,0
360000,2,2,3,32,9,10,10,10,10,10,2389,11996,0,67372,66666,66666,0
50000,1,1,2,26,7,9,9,9,9,9,2500,2100,1900,2000,1746,1890,1
260000,1,3,3,37,9,9,9,9,9,9,10000,10000,5000,5000,5000,3200,1
180000,2,1,3,43,10,10,9,9,9,9,60267,3000,2154,5000,3000,3000,1
360000,1,3,2,26,8,11,11,11,11,10,0,0,0,0,20000,1000,0
230000,2,3,2,35,10,10,11,11,11,11,0,0,0,0,0,0,1
130000,1,3,2,25,10,10,10,10,9,9,6141,2572,9010,42739,5583,384,0
20000,2,1,3,42,9,9,9,9,9,9,1500,1285,656,699,2000,1286,0
200000,2,1,3,41,11,11,11,11,11,11,0,0,14038,6684,9744,1046,0
220000,2,2,3,35,9,9,9,9,9,9,3500,6000,3000,2340,5000,2000,0
20000,1,3,2,25,9,9,9,9,9,9,1349,1393,446,390,422,2093,0
20000,1,2,2,24,9,9,9,9,9,9,1634,1571,629,652,618,640,0
240000,2,1,2,40,9,9,9,9,9,9,8200,8800,7000,7200,7500,7800,1
480000,2,3,3,50,10,10,10,10,10,10,11956,12331,6295,5284,6220,9104,0
50000,2,2,3,29,9,9,9,9,9,9,2000,2000,2500,1033,1053,1034,0
100000,1,2,3,40,9,9,9,11,11,11,1000,0,0,0,0,0,0
120000,2,3,2,34,9,9,9,7,7,7,3931,9600,0,9500,4100,0,1
230000,2,3,3,27,9,9,9,9,9,9,4000,6000,6000,6000,10000,11058,0
20000,1,2,3,32,9,9,9,9,9,9,1434,1400,355,1000,126,450,0
50000,1,2,2,27,9,9,9,10,10,11,1252,1093,1210,0,0,0,0
130000,2,3,3,32,7,7,7,7,7,7,5000,5000,0,9500,4700,0,0
150000,2,3,3,38,11,11,11,11,11,11,0,0,0,0,0,0,0
60000,2,3,2,30,8,7,7,7,7,7,400,3406,1700,1800,1800,0,0
260000,1,2,2,44,9,9,9,9,9,9,1688,1571,1213,1253,1381,1166,0
500000,1,2,3,40,9,9,9,9,9,11,2006,3000,5080,8,0,0,0
270000,2,2,3,34,9,9,9,9,9,9,3000,4000,4000,5000,4000,5000,0
410000,2,3,2,34,8,10,10,11,11,10,13621,0,0,0,666,0,1
60000,2,2,2,29,7,10,10,7,9,9,59068,4898,0,2300,2200,2110,0
200000,2,3,3,31,10,10,10,10,10,10,6229,5815,854,2029,1997,10342,0
50000,1,1,1,45,10,10,10,10,9,9,0,390,4300,0,0,0,0
500000,2,3,2,35,11,11,11,11,11,11,0,0,0,0,0,0,1
150000,2,3,3,35,11,11,11,11,10,10,0,3220,0,150,880,0,0
170000,1,1,3,44,8,11,11,11,11,11,0,0,0,0,0,0,0
50000,2,2,2,25,9,9,9,9,9,7,2000,1771,1770,6038,0,2112,0
130000,1,2,3,42,10,10,10,10,10,10,1048,1048,1048,390,390,390,0
120000,1,1,3,30,7,7,7,9,9,7,6000,0,5020,6100,0,2800,0
70000,1,3,2,28,9,9,9,9,9,9,1500,2000,1000,2000,2000,3000,0
320000,2,2,3,44,10,10,10,10,10,10,12498,46185,1387,6094,2155,1273,0
110000,2,2,3,37,9,9,9,9,9,9,50000,3500,10000,3000,3000,3000,0
420000,2,3,2,30,9,9,9,9,10,10,10000,2056,0,12150,150,399,0
240000,2,2,3,49,10,10,10,10,10,10,17409,47622,12279,75882,90611,61411,0
380000,1,3,2,33,9,9,9,9,9,9,10000,5000,5000,10000,10000,10000,0
20000,2,2,2,22,9,9,9,9,9,9,1274,1119,324,278,579,170,0
50000,2,3,2,42,9,9,7,7,7,7,3600,0,3000,0,3500,3387,1
20000,1,1,2,23,10,7,10,10,10,10,0,380,400,0,780,0,0
20000,2,2,2,31,9,9,9,9,9,6,1600,1700,1000,2400,0,0,0
240000,2,3,2,28,9,9,9,9,9,9,7065,6002,10002,7030,6275,8088,0
340000,2,2,3,57,8,11,11,11,10,10,0,0,0,1603,0,0,1
90000,2,2,2,23,7,7,7,7,7,7,0,2500,0,3000,930,0,1
50000,2,2,3,56,9,9,9,9,9,9,1556,1247,1770,700,1000,1129,0
210000,2,2,3,33,9,9,9,9,9,9,20000,15011,10000,10000,5000,10001,0
60000,2,2,2,25,9,9,7,3,4,5,5000,12000,0,0,0,0,0
50000,1,2,3,53,9,9,7,7,9,9,3300,1000,0,1000,1000,1423,0
50000,2,3,2,26,8,10,10,9,9,9,1950,2576,10000,10000,685,612,0
90000,2,2,2,26,9,9,9,9,9,9,1536,1600,1500,0,1254,1214,0
250000,1,3,3,31,11,11,10,10,10,10,8873,14548,4771,11491,6896,890,0
290000,1,1,3,47,7,9,9,9,9,10,5130,4647,949,4391,146216,60686,1
240000,1,2,2,35,10,10,10,10,10,9,18718,646,11478,1329,3,1322,0
360000,1,3,2,29,10,10,10,10,9,10,8035,0,3658,10,1107,584,0
340000,1,3,2,36,9,9,9,9,9,9,5000,5012,5000,5006,10010,10000,0
290000,2,3,2,48,9,9,9,9,9,10,1411,1200,593,200,5637,0,0
50000,2,2,2,25,7,9,9,9,9,10,1692,1033,122,78,299,9292,0
310000,2,2,3,41,10,10,10,10,10,10,7233,4318,8408,542,2314,648,0
10000,1,2,2,22,9,9,9,9,9,9,1216,2800,190,200,300,0,0
260000,2,3,2,31,9,9,9,9,9,9,8900,7200,6800,7100,7200,6500,0
180000,2,1,2,26,9,9,9,9,9,9,2950,2200,2000,5000,2000,2300,1
20000,1,1,2,26,10,10,10,11,11,11,1560,0,0,0,0,0,0
360000,2,3,2,28,11,11,11,11,11,11,2500,0,0,0,0,0,0
80000,2,3,3,30,9,9,9,9,9,7,3300,2100,2000,4000,0,3000,0
450000,2,2,3,44,9,9,9,9,9,9,8000,5000,7000,3000,2000,1626,0
30000,2,2,2,22,9,9,9,9,9,9,1532,2169,1000,1200,2000,1500,1
500000,1,3,3,39,9,9,9,9,10,10,1261,5901,46,1121,947,201323,0
210000,2,3,3,34,9,9,9,9,9,9,5500,5510,5500,6000,6000,6000,0
300000,1,1,2,64,10,10,10,10,10,10,1168,1005,1372,1610,1355,1426,0
100000,1,4,3,52,9,9,9,9,9,9,3467,2000,1476,4992,808,1000,1
240000,1,3,3,47,8,7,7,7,7,7,500,6000,11000,5600,0,11077,1
50000,2,2,2,56,9,9,10,9,9,10,2295,19100,0,0,3900,0,0
20000,1,2,2,22,6,7,7,6,7,7,0,3000,0,0,2000,0,1
110000,2,2,2,23,9,9,9,9,10,9,1000,1000,100,63697,2427,2050,1
200000,1,3,1,43,10,10,10,10,10,9,0,11000,0,873,0,291,0
220000,1,1,2,33,8,10,10,9,9,9,1000,3000,2000,2000,0,2000,0
50000,2,2,2,43,9,9,9,9,9,9,2303,2095,500,1000,500,500,1
