LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,DEFAULTED
120000,1,1,3,38,7,7,7,7,7,7,77468,78642,79757,80853,82715,84805,1
160000,2,4,3,42,11,11,11,10,9,9,-1582,3097,0,2039,1033,0,0
200000,2,3,2,26,9,10,10,10,10,10,6242,1776,3587,0,2160,900,0
160000,2,3,2,30,10,10,11,10,10,7,9640,0,0,2804,403,253,0
160000,2,2,2,37,7,7,7,7,7,7,147333,143786,151842,147962,156921,159416,1
250000,1,1,3,51,11,10,10,10,9,10,179,1533,364,381,3987,7135,0
140000,1,1,3,56,9,9,9,9,9,9,7272,7906,8717,9046,9369,10165,0
330000,2,2,2,30,11,11,11,11,11,11,0,0,0,0,0,0,1
220000,2,3,2,24,7,9,9,9,9,9,161081,158578,161256,157028,159971,168805,1
30000,2,1,3,29,8,7,7,7,7,7,13164,12668,15038,14502,15501,15105,0
260000,1,3,2,35,8,7,9,9,7,9,149124,145333,148332,160810,155683,158771,1
380000,2,2,3,30,9,9,9,9,9,9,295543,299922,307166,311716,306830,303453,0
10000,2,2,2,33,9,9,9,9,9,10,15004,8663,9437,9630,8399,1697,1
190000,2,3,2,44,9,9,9,9,9,9,181045,184249,158883,99255,80219,81912,0
30000,2,2,3,38,9,9,9,9,9,9,23819,15367,10159,9859,8360,4101,0
300000,2,3,3,39,8,7,10,10,10,10,6077,5806,2994,5338,4714,2362,0
20000,1,2,3,27,9,9,7,9,9,9,17062,19248,18181,18156,19102,17363,0
20000,1,2,3,35,9,9,9,9,9,10,17584,19819,11280,3680,4480,1650,0
80000,2,1,2,22,9,9,10,10,11,11,37990,39400,15674,-1,-1,-1,0
240000,1,2,3,33,9,9,9,9,9,9,225312,229394,232686,195509,198861,202057,0
90000,2,1,2,26,9,9,9,9,9,9,14692,15722,16733,17453,17970,18175,0
100000,2,2,3,43,9,9,9,9,9,9,98944,75296,78049,48644,54963,57269,0
320000,1,3,1,32,10,10,10,10,10,10,802,4929,2064,4365,1183,3287,0
360000,1,2,3,45,7,7,11,11,11,11,2500,0,0,0,0,0,0
180000,1,2,3,38,8,7,7,9,9,9,2826,4612,4571,5071,5195,0,1
300000,1,2,3,40,11,11,11,11,11,11,15876,4347,0,2208,2475,7580,0
20000,2,3,2,22,11,11,11,11,11,10,-9,-9,904,304,0,302,0
270000,2,2,2,26,9,9,9,9,9,9,29951,12211,13533,14391,15255,16273,0
20000,2,1,2,49,9,9,9,9,9,9,19437,20154,18957,19334,19373,19460,0
360000,2,2,3,35,9,9,9,9,9,9,39685,32219,34541,22420,16253,15773,0
120000,1,2,3,38,9,9,9,9,9,9,50441,41960,34024,30564,22702,23175,0
130000,2,1,2,27,9,9,9,9,9,9,129150,105529,107691,108418,115638,117958,0
60000,2,1,2,45,9,9,9,9,9,9,54920,39886,40056,39996,40261,32644,0
60000,1,2,3,36,9,9,9,9,9,9,46064,47320,48337,49332,50536,51694,0
120000,2,1,2,31,10,10,10,10,10,10,1769,390,390,390,390,390,0
130000,1,1,2,33,9,9,9,9,9,9,92457,95365,98095,100796,102504,104089,0
360000,2,3,3,31,10,10,10,10,10,11,460,460,460,399,0,0,0
10000,1,1,2,24,10,10,10,9,9,9,6217,5082,5400,5012,1740,390,0
120000,2,3,2,24,10,10,11,11,11,11,600,0,0,0,0,0,0
60000,1,2,2,26,7,7,7,7,9,9,61103,61380,62158,120142,60428,58192,1
240000,2,3,3,40,7,7,7,7,11,11,2500,2500,2500,0,0,0,1
160000,2,2,3,40,9,9,7,9,9,7,137695,146193,139323,140719,143638,144482,0
200000,2,2,3,44,11,11,11,11,11,11,0,138,0,0,1675,69,0
300000,1,3,2,29,11,11,10,10,10,11,0,0,150,3550,0,0,0
100000,2,2,2,26,10,10,10,10,10,10,780,0,390,390,390,380,0
280000,2,3,3,30,9,9,9,9,9,9,217773,215017,209089,167458,137312,109980,0
190000,2,2,2,26,10,10,10,10,10,10,11613,10000,10000,10000,10000,10941,0
50000,1,2,3,48,8,7,7,7,7,9,17613,18334,17742,19273,18826,19213,0
210000,2,1,3,33,9,9,9,9,9,7,31570,32756,33905,35035,37465,36713,0
120000,2,3,2,26,9,9,9,9,9,9,110934,99271,90066,80165,78108,77588,0
140000,2,3,2,33,11,11,11,11,11,11,1825,0,1264,0,0,1980,0
50000,2,3,2,23,11,11,11,11,11,11,807,0,0,0,0,0,0
150000,2,3,2,31,11,10,10,10,11,11,2005,2869,16719,8568,797,1158,0
50000,1,3,2,23,5,6,7,9,9,7,27101,26431,14109,9417,9952,9165,0
120000,1,3,3,50,8,11,11,10,9,10,0,-2008,-4016,4016,2008,8299,1
240000,2,3,2,29,10,9,9,9,9,9,30380,15579,20496,15296,24332,23896,0
20000,1,3,2,26,9,10,10,10,10,10,1490,3150,10464,0,1690,18156,0
80000,2,2,2,24,9,9,9,9,9,9,78913,78726,70110,62590,54177,60662,0
140000,2,2,3,28,9,9,9,9,9,9,99296,89391,79173,43370,28850,17896,0
50000,2,2,2,25,9,9,9,9,9,9,28428,27383,12620,6730,6872,7057,0
150000,2,2,1,26,11,11,11,11,11,11,4181,25988,3177,49174,11823,669,0
90000,2,1,3,53,9,9,9,9,9,9,65237,62521,60363,58142,55896,53525,1
640000,1,3,2,36,9,9,9,9,9,9,192325,68891,71564,32968,37541,42064,0
360000,1,3,2,31,10,10,10,10,10,10,15285,52698,2875,6918,10014,6478,0
130000,2,2,3,33,10,10,10,10,10,10,2454,1456,382,1043,2835,-184,0
210000,2,3,3,34,9,9,9,9,9,9,201324,207222,209189,106090,108300,87404,0
190000,1,3,2,36,7,7,7,7,7,7,107689,109678,110887,111871,114223,116577,1
150000,2,3,3,44,10,10,10,9,9,10,1365,0,839,693,0,3975,0
10000,1,1,2,25,10,10,10,10,10,10,3161,390,390,390,0,1280,0
30000,2,3,3,24,10,10,10,10,10,10,9280,2643,3415,2250,2486,844,1
200000,1,3,3,67,8,11,11,11,11,11,0,0,0,0,0,0,1
140000,2,3,2,25,6,7,9,9,9,9,21593,14021,10084,89223,58280,44593,1
170000,2,2,2,30,9,9,7,9,9,9,121009,136552,132655,134140,115892,116653,0
20000,2,2,2,24,7,7,7,7,10,10,6270,8284,8000,0,186,3314,1
80000,2,2,3,45,9,9,11,11,11,11,82150,0,0,0,0,0,0
110000,1,2,3,49,9,9,9,9,9,9,51803,52888,54570,55368,56623,57196,0
150000,2,3,2,28,9,9,9,9,9,11,147933,111608,91705,32907,0,0,0
50000,2,2,2,43,10,9,9,9,9,9,26342,27457,27381,17930,18128,18490,0
50000,2,1,3,70,7,7,9,9,9,9,54084,51564,50733,30363,30444,30482,0
50000,1,1,3,50,7,9,9,9,9,9,48607,49540,49583,19695,20004,19904,0
10000,2,2,2,22,9,9,9,9,9,9,2274,3297,4730,5649,7304,8252,1
280000,2,3,2,38,10,9,9,10,9,10,17878,14011,30079,13139,13989,15559,1
50000,1,2,2,42,7,7,7,9,9,9,51614,52034,50151,20448,20464,20456,0
10000,2,3,2,22,9,9,9,9,9,9,9397,9709,10228,10432,9839,9859,0
140000,2,2,3,28,9,9,9,9,9,9,131292,134057,135820,84829,86753,88808,0
140000,1,3,3,34,7,7,7,7,9,9,104651,105162,104207,100326,102740,103444,1
300000,1,3,3,45,9,9,9,9,9,9,193462,185703,190060,189912,145909,127078,0
30000,2,2,3,26,8,7,7,9,9,7,27330,28090,28827,27299,29110,28492,0
200000,1,1,3,47,9,9,9,9,7,9,185272,189657,103861,75480,70042,72157,0
270000,2,2,2,26,9,10,9,9,10,10,33224,52425,69048,68206,17510,26175,1
90000,2,2,1,36,9,9,9,9,9,9,91458,91049,70101,28942,27508,28250,0
10000,1,2,2,26,7,7,2,2,2,2,2400,2400,2400,2400,2400,2400,1
50000,2,1,2,22,7,7,9,9,9,9,22719,18408,19330,19561,19815,18574,0
80000,2,3,2,25,11,11,11,11,11,11,0,0,988,0,0,0,0
110000,2,2,2,26,9,9,9,9,9,9,65800,67251,70065,72017,77943,79694,0
370000,1,3,2,30,9,10,10,9,9,9,6592,3563,184429,180508,178220,72656,0
50000,1,2,2,23,10,9,10,10,10,10,1678,1440,1322,1411,540,540,0
10000,1,2,2,37,10,10,10,9,10,9,885,1475,780,390,780,390,0
180000,2,3,2,27,9,9,7,9,9,9,99137,119635,115839,105643,119358,116097,0
60000,2,2,3,59,5,5,4,5,6,7,56998,59111,59595,58079,56892,55826,0
90000,2,3,3,43,9,9,9,9,7,7,58043,61485,62540,81123,80073,82472,1
120000,2,3,3,30,8,11,11,11,11,10,0,0,0,0,0,150,0
110000,1,3,2,30,9,9,9,9,9,9,110800,112008,96347,49506,49142,49251,0
280000,2,1,3,61,9,9,9,9,9,9,162734,146990,149201,152377,155764,148302,0
200000,1,3,2,28,9,10,7,7,10,10,7464,22182,10373,2669,1024,170722,0
130000,1,2,2,29,9,9,9,9,9,9,62530,62562,62650,63896,65411,64684,0
200000,2,2,2,28,8,7,9,9,7,7,61844,60294,63663,67596,66388,71272,1
50000,2,2,2,26,9,9,9,9,9,9,29356,30483,31180,18401,18785,19248,1
30000,1,1,3,53,9,9,11,11,11,11,1596,0,0,0,0,0,0
230000,2,3,3,30,10,10,10,10,10,10,13995,28064,23326,13684,12883,11068,0
180000,2,3,2,31,10,10,10,10,10,10,3920,1020,0,860,13335,15248,0
220000,1,3,3,40,9,9,9,9,9,9,129597,147323,132188,83844,89299,94777,0
50000,1,3,2,46,9,9,11,11,11,11,51400,0,0,0,0,0,0
20000,1,3,2,27,8,11,11,11,11,11,0,0,0,0,0,0,0
250000,2,2,2,40,10,10,10,10,9,9,2348,329,-1404,3596,8596,8941,0
50000,1,1,2,41,9,9,9,9,10,10,47384,48814,49771,19375,71,19661,0
180000,2,2,2,26,9,9,9,9,9,9,10874,9324,7738,6369,6109,7603,0
320000,1,2,2,44,10,10,11,11,11,11,36831,28785,13104,2621,9075,6564,0
10000,2,1,3,41,10,10,7,9,10,10,780,780,780,390,390,780,1
320000,2,3,2,31,11,11,11,11,11,10,1345,5458,9572,3826,737,3865,0
250000,1,2,2,30,9,9,9,9,9,9,170559,173347,177321,177580,170956,158503,0
30000,1,2,2,24,8,7,7,6,7,9,20985,20393,20399,19945,19645,11229,0
260000,1,2,2,31,10,10,10,10,10,10,326,326,326,326,326,326,0
130000,2,2,3,37,9,9,9,9,9,9,122944,121530,107783,84353,169121,87863,0
180000,2,3,3,30,9,9,9,9,9,7,149069,152317,156282,161163,172190,148963,1
270000,2,3,2,27,9,9,9,9,9,9,200750,204418,197854,173743,149095,145068,0
80000,2,1,2,30,9,9,9,10,9,9,36676,38247,39856,28698,29299,30120,0
30000,2,3,2,27,10,9,9,9,9,10,418,1470,2418,2009,3009,7093,0
100000,1,1,3,35,7,7,9,9,7,7,101326,97751,92431,97227,88899,93766,1
340000,2,2,2,33,9,9,9,9,9,9,336190,301626,306575,311784,318320,325028,1
210000,2,2,3,26,9,9,9,9,9,9,207033,202432,142119,99699,17718,150758,0
280000,2,3,2,27,11,11,11,11,11,11,-5,-5,-5,8164,0,1133,0
710000,1,2,2,33,10,10,10,10,10,10,8471,16849,940,6299,4720,3738,0
50000,2,2,2,23,9,9,9,9,9,9,42790,39480,36360,29123,28809,29263,0
190000,1,3,2,35,9,9,9,9,9,9,24873,23522,22117,23433,22173,22598,0
400000,2,3,2,32,9,9,9,9,9,9,48419,51886,53291,57265,61035,64879,0
110000,2,1,3,53,11,11,11,11,11,11,1457,745,0,0,0,0,0
20000,2,2,3,23,7,9,9,9,7,9,16219,17626,18398,19052,15429,9199,1
20000,2,3,2,25,7,7,9,9,9,9,18446,17859,18718,17009,18721,20209,1
20000,2,2,3,29,8,7,7,7,7,7,12186,11700,13474,13006,13743,11167,0
20000,1,2,2,23,8,7,7,7,7,9,4673,6433,6181,6778,6524,8408,0
230000,2,3,2,43,9,9,9,9,9,9,39677,39261,38228,36542,35989,34347,0
180000,1,2,3,37,10,10,10,10,9,9,14480,33915,5198,13263,6817,4188,0
280000,1,2,3,41,10,10,10,10,10,10,3520,3110,3188,4176,10276,9898,0
510000,2,3,2,36,9,9,9,9,9,9,234900,214522,217620,218692,191069,195124,0
150000,1,2,3,40,9,9,9,9,9,9,141697,144833,137737,140047,144557,133716,0
20000,1,1,2,26,7,9,9,9,9,9,17880,19224,19327,18696,19233,19909,1
110000,2,1,3,38,9,9,9,9,9,9,100699,88694,74647,49021,34594,23116,0
230000,2,3,2,34,10,7,10,10,7,10,907,591,119,699,383,32774,1
180000,2,3,2,27,9,9,9,9,9,9,124501,126822,129440,128571,128631,129813,0
230000,2,1,2,36,9,9,9,9,9,9,13809,13533,13200,15789,14242,15251,0
370000,2,3,2,35,9,9,11,10,10,9,40229,-101,-101,2329,156619,155988,0
500000,2,3,2,30,11,11,10,10,11,11,1078,5543,500,617,617,617,0
260000,2,2,3,43,8,11,11,10,9,10,0,-416,-1248,832,416,1398,0
80000,1,2,3,53,9,9,9,11,11,11,5800,6666,0,0,0,0,1
140000,2,2,2,27,8,7,7,6,7,7,118013,123630,128308,125776,123659,131290,0
50000,1,3,2,30,9,9,9,9,7,7,29994,30756,23618,26009,24731,46882,0
50000,2,2,3,45,9,9,9,7,7,7,26615,22241,23406,15379,16715,11133,0
80000,1,3,2,32,10,10,11,11,11,11,4055,0,0,0,0,0,0
150000,2,2,2,28,9,9,9,9,9,9,85118,88844,92345,82866,76412,80259,1
50000,2,2,3,46,9,9,9,9,9,9,49859,49160,49222,29291,29391,29826,0
80000,1,2,1,39,7,9,9,9,9,9,76123,54669,28674,28240,28540,27934,0
140000,2,3,3,40,9,9,9,9,9,9,67371,69027,56175,57666,59604,62480,0
140000,2,3,2,30,9,9,9,9,9,9,105732,99769,102682,102332,104544,107155,0
50000,2,2,2,24,10,10,10,10,9,10,1580,306,995,1055,102,2110,0
30000,2,2,2,24,9,9,7,9,9,9,25111,27558,26552,27703,28128,28859,0
230000,1,2,2,32,9,9,9,9,9,9,171111,164406,76691,76952,77577,78017,1
150000,2,2,2,26,9,9,9,9,9,9,94347,96358,99230,98285,102743,103062,0
200000,2,2,3,53,10,10,10,10,11,10,5059,0,16556,0,0,47140,0
110000,2,3,3,41,7,7,2,2,2,2,150,150,150,150,150,150,0
150000,2,2,3,44,9,9,9,9,9,9,17723,19440,14945,12966,14882,8105,0
200000,2,1,3,46,10,10,10,10,11,11,1207,5590,2500,0,0,0,1
180000,2,1,2,33,8,10,7,10,10,11,0,199,199,580,0,0,0
90000,2,3,2,29,10,10,10,10,9,9,6146,6193,0,3199,1888,0,0
200000,2,3,2,30,10,10,10,10,10,10,105,271,588,111,305,432,1
230000,2,2,3,45,10,10,10,10,9,9,107,107,1741,107,107,0,0
80000,1,3,2,29,10,9,9,9,9,9,17562,17709,15631,13402,13197,11624,0
230000,2,3,2,33,10,10,11,11,11,11,6283,0,0,0,0,0,0
340000,2,2,2,31,5,6,7,10,10,10,581775,572677,384060,304508,247178,228349,1
290000,2,2,3,53,10,10,10,10,10,10,1538,199,1440,1017,3798,4898,0
60000,2,1,3,41,9,9,9,9,9,9,55773,55953,55562,55063,54819,55195,0
320000,2,3,2,29,9,9,11,10,10,9,12130,0,0,364,16177,16706,1
200000,2,2,2,25,11,11,10,10,9,10,22701,7940,9855,24091,24583,7354,0
50000,2,1,3,54,9,9,9,9,9,9,16648,16200,15622,14277,12930,11657,0
50000,1,1,2,24,5,6,7,7,7,9,27226,26508,26976,27206,26631,27185,1
230000,2,2,3,43,9,9,9,9,9,9,84821,87055,87601,89762,92735,95768,0
130000,2,3,2,29,9,9,6,6,7,9,106271,119728,121140,117767,115640,116062,0
80000,2,1,3,39,10,10,10,10,10,10,715,2012,3550,7529,0,3228,0
120000,2,3,2,31,9,9,9,9,9,7,82683,83075,75735,62511,62179,60981,0
200000,2,2,3,34,9,9,9,10,10,11,4798,4490,5366,2141,0,0,0
300000,1,1,2,34,10,10,10,10,10,10,4741,3767,10436,9650,4198,0,0
200000,2,2,3,36,10,10,10,10,10,10,1070,4078,1099,1099,1099,1099,0
80000,2,2,3,46,9,9,9,9,9,9,34494,35930,37326,38203,39580,40920,0
80000,2,1,2,32,8,10,10,10,9,9,-137,41873,11047,9258,3100,814,0
60000,2,3,2,25,9,9,9,9,9,9,51907,52997,53559,54716,54533,58085,0
30000,2,2,3,30,9,9,9,7,9,9,25156,25949,28478,27754,28186,30240,0
300000,2,2,3,42,10,10,10,10,10,10,38913,319,8157,21228,326,1518,0
100000,2,3,3,38,9,9,9,9,9,9,66762,68566,65132,48738,51020,51948,0
290000,2,3,2,31,9,9,9,9,9,10,44193,15950,15315,14199,9681,162,0
270000,1,4,2,39,8,10,10,10,10,11,0,10193,69553,18607,0,0,0
70000,2,2,2,24,9,10,9,9,9,10,7033,1602,28199,28980,29795,27091,1
90000,2,2,3,24,11,11,11,11,11,11,91272,91337,88129,76209,65295,27224,0
170000,2,3,2,26,9,9,9,9,9,9,108426,109889,84897,82608,84388,86096,0
80000,2,2,3,36,9,9,9,9,9,9,69760,60445,50857,39813,40248,40935,1
100000,2,2,3,41,9,9,9,9,9,9,95326,97972,99147,74548,76284,77841,0
240000,1,3,3,47,11,11,11,11,11,11,5731,0,0,0,0,0,0
290000,2,3,3,41,10,10,10,10,11,10,11200,0,970,0,0,2184,0
120000,2,3,2,27,8,11,11,11,11,11,0,0,0,0,0,0,1
200000,1,2,2,26,9,9,9,9,9,9,103194,107027,107765,109970,113436,115402,0
20000,1,2,2,22,9,9,9,9,9,9,13447,10232,7842,9262,4335,0,0
500000,1,3,3,38,10,10,10,10,10,10,75433,26358,7860,2983,8767,4691,0
100000,2,2,2,25,9,9,9,9,9,9,98349,97473,91096,76371,77162,78084,0
350000,1,3,3,55,10,10,10,10,10,10,5961,6318,1485,788,15015,666,0
50000,2,2,2,24,8,7,9,9,9,9,34069,23196,22883,18069,19273,19929,0
340000,2,2,3,52,9,9,9,9,9,9,331508,319742,255166,197695,201907,195961,0
180000,2,2,3,29,9,9,9,9,9,9,26000,26310,26662,26166,26176,25442,0
300000,2,3,3,54,10,10,10,10,10,10,1080,-18,4190,2539,2590,5440,0
220000,2,3,3,32,8,7,9,9,7,7,17325,16758,18474,20667,20195,21854,0
80000,1,3,2,26,9,9,9,9,9,9,56417,50855,47656,35351,32895,22755,0
50000,2,2,3,32,9,9,9,9,9,9,44751,43952,29136,19048,17946,17340,0
100000,1,2,2,26,9,9,9,9,9,9,60077,62438,49234,50521,51820,53056,0
200000,1,3,2,27,9,9,10,10,10,10,58725,76287,22869,30268,54466,37127,0
480000,2,3,3,45,10,9,10,10,10,10,17976,10928,650,1597,3750,9429,0
170000,2,2,3,34,9,9,9,9,9,9,35348,34622,31450,28229,26422,15081,0
20000,2,3,2,25,10,9,9,9,9,9,15790,16906,17936,5995,7885,9657,1
80000,1,2,3,28,9,9,9,9,9,9,32114,28984,16391,3729,4663,5429,1
80000,1,3,2,26,9,9,9,9,9,9,79650,80821,65609,49640,49685,46684,1
300000,1,2,3,31,8,7,9,9,9,9,250121,221336,159556,32897,20992,12621,0
150000,1,3,2,29,10,10,9,9,9,9,1934,12166,15378,6832,10164,0,0
50000,2,2,2,24,9,10,10,9,9,11,14814,9631,36631,29150,0,0,0
50000,2,2,3,26,10,10,10,10,10,11,1902,782,0,4699,0,0,0
100000,2,1,2,28,7,9,9,9,9,9,99627,101079,69971,60824,60969,59650,0
90000,2,2,3,45,10,10,10,10,11,11,37453,9009,179,0,0,0,0
70000,2,3,2,24,8,7,7,7,7,7,15932,16879,16315,17099,16683,18753,1
90000,2,4,2,23,9,9,9,9,9,9,83176,74918,75422,29364,9571,9665,0
400000,1,3,3,42,9,9,9,9,9,9,34084,36916,21089,22943,22994,25172,0
10000,1,2,2,36,9,9,7,9,9,10,7393,9400,7226,5733,5755,1600,1
80000,1,3,2,27,9,9,9,9,9,9,72565,63342,51529,41484,34097,29200,0
70000,1,3,2,33,9,9,9,9,9,9,63845,65443,65169,64370,15082,0,0
100000,1,1,3,44,7,7,7,7,7,7,30076,31287,31676,32259,31608,33524,0
210000,2,2,3,33,10,10,10,11,11,11,1971,748,0,0,0,0,1
360000,2,1,2,39,8,11,11,11,11,11,0,0,0,0,0,0,1
280000,1,3,3,28,8,7,9,9,9,7,285249,276229,277026,280771,270992,111885,0
180000,1,3,2,32,9,9,9,9,9,9,85040,77213,68131,62704,60133,59335,0
220000,1,3,3,45,8,7,9,9,9,9,157122,153320,156996,158717,162122,165399,0
200000,1,3,2,47,10,10,10,10,10,10,696,696,696,696,846,696,0
130000,2,2,2,25,8,7,9,9,9,9,52180,49874,52000,53590,54606,51033,0
200000,1,2,3,47,11,11,11,11,11,11,389,389,389,389,389,389,0
170000,2,3,3,44,10,10,10,10,10,10,29940,15903,5641,2194,18601,2557,0
140000,1,3,2,30,9,10,10,10,10,10,22778,6405,1683,-885,3019,-177,0
50000,2,1,3,54,9,9,9,9,9,9,50318,50579,48491,29157,29097,29039,0
200000,2,1,2,26,9,9,9,9,9,7,22629,24943,27210,36359,39299,40428,0
200000,1,1,2,33,9,9,9,9,9,9,181542,173731,152447,119730,122537,109504,0
360000,2,1,3,36,7,9,9,11,11,11,150527,153900,0,0,0,0,0
50000,1,2,3,33,9,9,9,9,9,9,13538,9199,6879,6753,5440,5440,0
500000,2,3,2,37,10,10,10,10,10,10,6364,1625,517,0,1450,2668,0
90000,2,2,2,30,9,9,9,9,7,7,75382,73980,75036,77094,75708,76610,1
500000,1,3,2,36,10,10,10,9,9,9,2450,1038,34741,20409,23804,22697,0
80000,2,1,3,33,9,9,9,9,9,9,78428,76513,74383,48315,48831,48950,0
230000,1,1,3,53,10,10,10,10,10,10,2150,9413,6020,18468,9665,28100,0
120000,2,3,2,30,10,10,10,10,10,10,416,416,416,0,832,416,1
190000,2,1,3,56,9,9,9,9,9,9,67211,63278,57104,57380,58225,58847,0
500000,1,2,3,50,9,9,9,9,9,9,265803,246770,223989,223232,219158,212237,0
80000,2,2,3,42,8,11,11,11,11,11,0,0,0,0,0,0,0
450000,2,3,2,35,8,11,10,9,9,11,0,0,3581,3654,0,0,0
280000,2,3,3,30,8,11,11,11,11,11,0,0,0,0,0,0,0
360000,2,1,3,47,11,11,11,11,11,11,1458,-4,3994,0,0,7429,1
30000,2,2,2,21,9,9,9,9,9,9,28871,28430,29051,29265,28267,28925,0
50000,2,2,3,25,9,9,7,9,9,7,35676,34407,30785,31573,35191,34476,1
60000,2,2,3,49,8,11,11,11,11,11,0,0,0,0,0,0,1
30000,2,2,3,28,9,9,9,9,9,10,8618,9975,4885,1065,-264,942,0
20000,1,2,3,49,9,9,9,9,9,11,16348,10535,10720,10120,0,0,1
20000,1,1,1,57,8,7,9,9,9,9,20442,20141,19888,20318,20364,20134,0
200000,1,3,3,43,7,9,9,9,11,11,43272,21546,4397,0,0,0,1
100000,2,3,2,25,11,11,11,11,11,11,0,0,0,0,0,0,0
300000,2,1,3,39,10,10,11,11,11,11,1117,0,0,0,0,0,0
210000,2,3,2,39,8,11,11,11,11,11,0,0,0,0,0,0,0
70000,2,1,3,71,9,9,9,7,9,9,64670,66197,70867,54425,55555,48530,0
210000,2,2,2,29,8,8,11,11,10,9,1767,-3355,-3987,-1987,1697,4347,0
440000,1,3,3,31,8,7,7,7,9,9,274263,267233,360999,149363,142757,119034,1
410000,1,3,2,33,10,10,10,9,9,9,4111,874,25014,26184,21515,15656,0
110000,1,3,3,36,9,9,9,9,9,9,104498,107819,109836,44356,45932,47473,0
200000,2,3,2,36,9,9,11,11,11,11,120869,0,0,0,0,0,0
180000,2,1,3,42,10,10,10,9,10,10,2069,2675,448,448,29926,5287,1
150000,2,3,3,46,9,9,9,9,9,9,21787,22817,24134,24635,29032,29766,0
330000,2,3,2,33,8,11,11,10,7,7,-200,-200,-200,150,150,350,0
500000,2,2,3,41,10,10,7,10,10,10,8938,73679,65181,5466,30177,11602,0
350000,2,2,3,35,11,11,10,10,11,11,83379,26305,26858,40098,10855,-2,0
200000,2,2,3,36,10,10,10,9,10,10,473,4511,5122,1936,1771,0,1
280000,1,3,3,45,10,10,10,10,10,10,2270,1703,-15,30943,15631,17508,1
80000,2,1,3,39,10,10,10,10,11,10,5280,5000,5000,0,0,5000,0
280000,2,3,2,29,10,10,10,10,10,10,4356,12345,2663,867,3060,858,0
130000,2,2,2,23,7,7,7,7,9,9,115978,121386,108759,94692,96419,98233,0
160000,2,2,3,49,9,9,9,9,9,9,76445,78013,19007,19392,19928,20445,0
20000,2,2,2,23,7,7,2,2,2,3,2400,2400,2400,2400,2400,1800,1
300000,2,2,2,32,9,9,9,9,9,11,26575,27062,20111,8738,250,0,0
100000,2,3,2,32,9,9,9,9,9,9,93724,96017,98111,68668,66845,67452,0
130000,1,2,3,38,10,10,10,10,10,10,780,0,11440,3752,1824,390,0
500000,1,3,3,55,7,7,7,7,7,7,4957,4957,4957,4957,4957,4957,1
200000,2,2,3,27,8,6,7,7,7,7,183994,182427,182657,174547,181454,177141,1
360000,2,3,2,30,9,9,9,9,9,9,70701,74550,78212,69453,73423,72575,0
20000,2,2,3,26,8,11,11,11,11,11,0,0,0,0,0,0,1
400000,1,2,2,29,8,7,9,9,9,9,21092,19756,19058,15146,15064,12774,0
200000,2,1,3,52,8,7,7,9,9,9,203385,192055,164665,155614,145920,104728,0
30000,2,4,3,60,9,9,9,9,9,9,19282,20364,21638,25392,24428,26410,0
30000,1,2,3,58,10,10,10,10,10,10,2450,4765,3767,4151,3940,3697,1
50000,1,2,3,55,8,7,9,9,10,10,44306,43321,43454,44254,2150,1689,0
230000,2,3,3,51,10,10,10,10,10,10,986,2295,2754,74,3381,2308,1
210000,2,3,3,36,8,10,10,11,10,10,0,799,0,0,4150,0,1
50000,2,3,2,49,7,7,5,5,5,5,150,150,150,150,150,150,1
170000,2,4,3,33,9,9,9,9,9,9,143737,129898,124370,112589,26958,8535,0
230000,1,3,3,44,10,10,10,10,9,10,815,815,815,1630,815,815,0
230000,2,3,2,48,9,9,9,9,9,9,161083,164757,168214,159106,162436,165878,0
350000,2,3,3,36,9,9,9,9,9,9,352032,353903,351888,351175,352835,354265,0
170000,2,3,2,36,10,10,7,10,10,10,248,832,416,2304,323,-1092,0
150000,2,2,3,36,7,7,7,7,7,7,137723,141048,142475,143966,146736,149697,0
90000,2,2,3,27,10,10,9,9,9,9,1767,17684,18382,21415,6654,10323,0
320000,2,3,2,33,11,11,11,11,11,10,-347,-347,-347,-347,-347,13694,0
120000,2,2,2,45,9,9,9,9,9,9,92000,94000,96000,98000,100000,0,0
20000,2,1,3,56,7,9,9,9,9,9,12864,14150,15334,16222,17598,9950,0
280000,2,3,3,41,7,10,10,10,11,10,280,6852,486,0,0,244,0
90000,2,2,2,28,9,9,9,9,9,11,81553,39759,29601,20650,0,0,0
450000,1,3,3,30,9,9,11,11,11,11,25244,0,0,0,0,0,0
270000,1,2,2,27,9,9,9,9,9,9,144376,91373,15016,14092,14315,111458,0
80000,2,2,3,41,9,9,9,9,9,9,74228,76138,45441,30526,28356,2661,0
230000,2,2,3,41,9,9,9,9,9,9,166988,170603,172056,172615,174555,177010,0
50000,2,2,3,30,10,10,7,10,7,7,416,832,416,3285,2685,2270,1
250000,1,3,3,48,9,10,10,10,9,10,205323,5317,4898,19351,4858,6973,1
220000,2,3,2,42,10,10,10,10,10,10,26340,31523,35718,24288,25720,48759,0
30000,2,3,3,38,9,9,9,9,9,9,26460,27042,27617,28546,13487,8307,0
120000,1,2,2,68,7,7,9,9,9,9,125406,123819,122209,122047,122019,130079,1
